hcp_id,month,rx_volume
HCP0028,2025-08-01,359.4
HCP0028,2025-09-01,350.7
HCP0028,2025-10-01,374.9
HCP0028,2025-11-01,472.2
HCP0028,2025-12-01,513.2
HCP0029,2025-01-01,241.1
HCP0029,2025-02-01,238.1
HCP0029,2025-03-01,300.4
HCP0029,2025-04-01,241.7
HCP0029,2025-05-01,262.3
HCP0029,2025-06-01,251.9
HCP0029,2025-07-01,229.1
HCP0029,2025-08-01,231.1
HCP0029,2025-09-01,226.3
HCP0029,2025-10-01,221.8
HCP0029,2025-11-01,215.3
HCP0029,2025-12-01,230.8
HCP0030,2025-01-01,49.8
HCP0030,2025-02-01,49.0
HCP0030,2025-03-01,55.5
HCP0030,2025-04-01,48.1
HCP0030,2025-05-01,59.7
HCP0030,2025-06-01,51.1
HCP0030,2025-07-01,51.6
HCP0030,2025-08-01,45.1
HCP0030,2025-09-01,47.3
HCP0030,2025-10-01,39.9
HCP0030,2025-11-01,51.3
HCP0030,2025-12-01,58.9
HCP0031,2025-01-01,525.9
HCP0031,2025-02-01,418.6
HCP0031,2025-03-01,477.1
HCP0031,2025-04-01,479.9
HCP0031,2025-05-01,510.5
HCP0031,2025-06-01,416.1
HCP0031,2025-07-01,512.2
HCP0031,2025-08-01,428.7
HCP0031,2025-09-01,424.6
HCP0031,2025-10-01,369.4
HCP0031,2025-11-01,445.6
HCP0031,2025-12-01,433.9
HCP0032,2025-01-01,87.5
HCP0032,2025-02-01,99.5
HCP0032,2025-03-01,102.8
HCP0032,2025-04-01,94.9
HCP0032,2025-05-01,89.7
HCP0032,2025-06-01,91.0
HCP0032,2025-07-01,101.7
HCP0032,2025-08-01,80.5
HCP0032,2025-09-01,74.2
HCP0032,2025-10-01,81.5
HCP0032,2025-11-01,80.1
HCP0032,2025-12-01,74.8
HCP0033,2025-01-01,30.5
HCP0033,2025-02-01,26.9
HCP0033,2025-03-01,25.7
HCP0033,2025-04-01,29.5
HCP0033,2025-05-01,31.5
HCP0033,2025-06-01,32.0
HCP0033,2025-07-01,22.6
HCP0033,2025-08-01,26.2
HCP0033,2025-09-01,24.3
HCP0033,2025-10-01,25.5
HCP0033,2025-11-01,26.6
HCP0033,2025-12-01,22.0
HCP0034,2025-01-01,198.3
HCP0034,2025-02-01,193.6
HCP0034,2025-03-01,204.3
HCP0034,2025-04-01,180.1
HCP0034,2025-05-01,237.6
HCP0034,2025-06-01,189.5
HCP0034,2025-07-01,192.1
HCP0034,2025-08-01,210.6
HCP0034,2025-09-01,194.2
HCP0034,2025-10-01,170.5
HCP0034,2025-11-01,203.5
HCP0034,2025-12-01,195.9
HCP0035,2025-01-01,105.8
HCP0035,2025-02-01,99.0
HCP0035,2025-03-01,118.1
HCP0035,2025-04-01,95.5
HCP0035,2025-05-01,93.2
HCP0035,2025-06-01,102.3
HCP0035,2025-07-01,89.8
HCP0035,2025-08-01,85.2
HCP0035,2025-09-01,96.6
HCP0035,2025-10-01,82.2
HCP0035,2025-11-01,96.9
HCP0035,2025-12-01,103.6
HCP0036,2025-01-01,538.6
HCP0036,2025-02-01,599.7
HCP0036,2025-03-01,507.3
HCP0036,2025-04-01,640.8
HCP0036,2025-05-01,517.1
HCP0036,2025-06-01,656.1
HCP0036,2025-07-01,570.7
HCP0036,2025-08-01,481.5
HCP0036,2025-09-01,504.5
HCP0036,2025-10-01,559.2
HCP0036,2025-11-01,476.2
HCP0036,2025-12-01,634.1
HCP0037,2025-01-01,227.2
HCP0037,2025-02-01,231.2
HCP0037,2025-03-01,249.7
HCP0037,2025-04-01,213.5
HCP0037,2025-05-01,219.1
HCP0037,2025-06-01,211.8
HCP0037,2025-07-01,191.4
HCP0037,2025-08-01,203.5
HCP0037,2025-09-01,181.6
HCP0037,2025-10-01,204.4
HCP0037,2025-11-01,187.9
HCP0037,2025-12-01,200.7
HCP0038,2025-01-01,192.8
HCP0038,2025-02-01,226.4
HCP0038,2025-03-01,201.3
HCP0038,2025-04-01,190.6
HCP0038,2025-05-01,206.3
HCP0038,2025-06-01,241.9
HCP0038,2025-07-01,175.5
HCP0038,2025-08-01,209.8
HCP0038,2025-09-01,207.4
HCP0038,2025-10-01,229.4
HCP0038,2025-11-01,207.3
HCP0038,2025-12-01,208.5
HCP0039,2025-01-01,46.1
HCP0039,2025-02-01,46.7
HCP0039,2025-03-01,52.2
HCP0039,2025-04-01,42.6
HCP0039,2025-05-01,54.4
HCP0039,2025-06-01,50.3
HCP0039,2025-07-01,41.0
HCP0039,2025-08-01,42.1
HCP0039,2025-09-01,40.5
HCP0039,2025-10-01,42.8
HCP0039,2025-11-01,43.7
HCP0039,2025-12-01,45.9
HCP0040,2025-01-01,185.4
HCP0040,2025-02-01,145.4
HCP0040,2025-03-01,158.1
HCP0040,2025-04-01,145.3
HCP0040,2025-05-01,149.0
HCP0040,2025-06-01,150.1
HCP0040,2025-07-01,156.5
HCP0040,2025-08-01,142.1
HCP0040,2025-09-01,165.4
HCP0040,2025-10-01,167.2
HCP0040,2025-11-01,172.7
HCP0040,2025-12-01,142.3
HCP0041,2025-01-01,2.4
HCP0041,2025-02-01,2.1
HCP0041,2025-03-01,2.2
HCP0041,2025-04-01,2.3
HCP0041,2025-05-01,2.0
HCP0041,2025-06-01,2.3
HCP0041,2025-07-01,2.2
HCP0041,2025-08-01,2.5
HCP0041,2025-09-01,2.0
HCP0041,2025-10-01,2.0
HCP0041,2025-11-01,2.4
HCP0041,2025-12-01,1.8
HCP0042,2025-01-01,26.8
HCP0042,2025-02-01,26.5
HCP0042,2025-03-01,28.9
HCP0042,2025-04-01,31.9
HCP0042,2025-05-01,23.7
HCP0042,2025-06-01,28.1
HCP0042,2025-07-01,27.8
HCP0042,2025-08-01,27.8
HCP0042,2025-09-01,25.4
HCP0042,2025-10-01,25.4
HCP0042,2025-11-01,23.1
HCP0042,2025-12-01,30.0
HCP0043,2025-01-01,175.9
HCP0043,2025-02-01,160.4
HCP0043,2025-03-01,171.1
HCP0043,2025-04-01,180.0
HCP0043,2025-05-01,184.3
HCP0043,2025-06-01,176.2
HCP0043,2025-07-01,164.0
HCP0043,2025-08-01,151.3
HCP0043,2025-09-01,202.7
HCP0043,2025-10-01,166.2
HCP0043,2025-11-01,164.1
HCP0043,2025-12-01,197.4
HCP0044,2025-01-01,423.2
HCP0044,2025-02-01,365.2
HCP0044,2025-03-01,378.9
HCP0044,2025-04-01,478.0
HCP0044,2025-05-01,455.0
HCP0044,2025-06-01,435.4
HCP0044,2025-07-01,357.2
HCP0044,2025-08-01,399.1
HCP0044,2025-09-01,407.0
HCP0044,2025-10-01,306.6
HCP0044,2025-11-01,432.4
HCP0044,2025-12-01,406.8
HCP0045,2025-01-01,644.3
HCP0045,2025-02-01,640.1
HCP0045,2025-03-01,552.3
HCP0045,2025-04-01,542.7
HCP0045,2025-05-01,534.0
HCP0045,2025-06-01,522.5
HCP0045,2025-07-01,448.1
HCP0045,2025-08-01,467.1
HCP0045,2025-09-01,472.2
HCP0045,2025-10-01,540.6
HCP0045,2025-11-01,511.5
HCP0045,2025-12-01,479.6
HCP0046,2025-01-01,330.5
HCP0046,2025-02-01,353.3
HCP0046,2025-03-01,350.8
HCP0046,2025-04-01,327.4
HCP0046,2025-05-01,310.4
HCP0046,2025-06-01,373.3
HCP0046,2025-07-01,330.7
HCP0046,2025-08-01,340.5
HCP0046,2025-09-01,279.5
HCP0046,2025-10-01,342.6
HCP0046,2025-11-01,322.7
HCP0046,2025-12-01,333.8
HCP0047,2025-01-01,292.5
HCP0047,2025-02-01,328.9
HCP0047,2025-03-01,314.8
HCP0047,2025-04-01,297.3
HCP0047,2025-05-01,279.4
HCP0047,2025-06-01,304.9
HCP0047,2025-07-01,289.7
HCP0047,2025-08-01,319.7
HCP0047,2025-09-01,290.0
HCP0047,2025-10-01,303.1
HCP0047,2025-11-01,349.7
HCP0047,2025-12-01,329.1
HCP0048,2025-01-01,363.4
HCP0048,2025-02-01,408.1
HCP0048,2025-03-01,387.5
HCP0048,2025-04-01,353.0
HCP0048,2025-05-01,406.3
HCP0048,2025-06-01,395.6
HCP0048,2025-07-01,369.4
HCP0048,2025-08-01,381.1
HCP0048,2025-09-01,361.3
HCP0048,2025-10-01,423.3
HCP0048,2025-11-01,375.5
HCP0048,2025-12-01,398.4
HCP0049,2025-01-01,35.2
HCP0049,2025-02-01,36.1
HCP0049,2025-03-01,33.5
HCP0049,2025-04-01,35.8
HCP0049,2025-05-01,33.0
HCP0049,2025-06-01,30.9
HCP0049,2025-07-01,33.6
HCP0049,2025-08-01,27.3
HCP0049,2025-09-01,28.9
HCP0049,2025-10-01,32.8
HCP0049,2025-11-01,28.4
HCP0049,2025-12-01,32.8
HCP0050,2025-01-01,75.9
HCP0050,2025-02-01,88.2
HCP0050,2025-03-01,70.2
HCP0050,2025-04-01,75.7
HCP0050,2025-05-01,71.4
HCP0050,2025-06-01,69.1
HCP0050,2025-07-01,72.3
HCP0050,2025-08-01,69.1
HCP0050,2025-09-01,69.2
HCP0050,2025-10-01,66.7
HCP0050,2025-11-01,64.5
HCP0050,2025-12-01,72.1
HCP0051,2025-01-01,235.7
HCP0051,2025-02-01,234.6
HCP0051,2025-03-01,219.2
HCP0051,2025-04-01,237.4
HCP0051,2025-05-01,240.8
HCP0051,2025-06-01,194.1
HCP0051,2025-07-01,221.1
HCP0051,2025-08-01,214.3
HCP0051,2025-09-01,192.5
HCP0051,2025-10-01,228.0
HCP0051,2025-11-01,196.1
HCP0051,2025-12-01,254.9
HCP0052,2025-01-01,51.2
HCP0052,2025-02-01,54.4
HCP0052,2025-03-01,57.3
HCP0052,2025-04-01,55.1
HCP0052,2025-05-01,44.7
HCP0052,2025-06-01,55.3
HCP0052,2025-07-01,43.3
HCP0052,2025-08-01,50.4
HCP0052,2025-09-01,45.0
HCP0052,2025-10-01,44.0
HCP0052,2025-11-01,47.4
HCP0052,2025-12-01,47.2
HCP0053,2025-01-01,86.1
HCP0053,2025-02-01,92.2
HCP0053,2025-03-01,74.9
HCP0053,2025-04-01,83.5
HCP0053,2025-05-01,83.3
HCP0053,2025-06-01,83.6
HCP0053,2025-07-01,81.6
HCP0053,2025-08-01,78.2
HCP0053,2025-09-01,66.3
HCP0053,2025-10-01,86.3
HCP0053,2025-11-01,82.1
HCP0053,2025-12-01,73.3
HCP0054,2025-01-01,133.6
HCP0054,2025-02-01,154.7
HCP0054,2025-03-01,148.6
HCP0054,2025-04-01,148.8
HCP0054,2025-05-01,153.9
HCP0054,2025-06-01,146.4
HCP0054,2025-07-01,119.1
HCP0054,2025-08-01,123.5
HCP0054,2025-09-01,132.4
HCP0054,2025-10-01,144.7
HCP0054,2025-11-01,134.9
HCP0054,2025-12-01,138.2
HCP0055,2025-01-01,406.3
HCP0055,2025-02-01,408.6
HCP0055,2025-03-01,390.8
HCP0055,2025-04-01,405.2
HCP0055,2025-05-01,382.2
HCP0055,2025-06-01,405.3
HCP0055,2025-07-01,353.3
HCP0055,2025-08-01,330.2
HCP0055,2025-09-01,418.4
HCP0055,2025-10-01,419.9
HCP0055,2025-11-01,354.3
HCP0055,2025-12-01,395.8
HCP0056,2025-01-01,299.6
HCP0056,2025-02-01,302.1
HCP0056,2025-03-01,285.8
HCP0056,2025-04-01,329.0
HCP0056,2025-05-01,270.3
HCP0056,2025-06-01,274.2
HCP0056,2025-07-01,302.1
HCP0056,2025-08-01,280.0
HCP0056,2025-09-01,302.3
HCP0056,2025-10-01,269.5
HCP0056,2025-11-01,299.2
HCP0056,2025-12-01,275.5
HCP0057,2025-01-01,565.1
HCP0057,2025-02-01,520.7
HCP0057,2025-03-01,475.5
HCP0057,2025-04-01,545.0
HCP0057,2025-05-01,535.1
HCP0057,2025-06-01,465.5
HCP0057,2025-07-01,480.4
HCP0057,2025-08-01,509.2
HCP0057,2025-09-01,483.7
HCP0057,2025-10-01,474.0
HCP0057,2025-11-01,437.8
HCP0057,2025-12-01,502.9
HCP0058,2025-01-01,246.4
HCP0058,2025-02-01,267.3
HCP0058,2025-03-01,316.3
HCP0058,2025-04-01,244.1
HCP0058,2025-05-01,276.0
HCP0058,2025-06-01,234.7
HCP0058,2025-07-01,217.7
HCP0058,2025-08-01,229.3
HCP0058,2025-09-01,232.2
HCP0058,2025-10-01,233.7
HCP0058,2025-11-01,268.2
HCP0058,2025-12-01,246.7
HCP0059,2025-01-01,58.2
HCP0059,2025-02-01,64.8
HCP0059,2025-03-01,55.0
HCP0059,2025-04-01,57.8
HCP0059,2025-05-01,55.0
HCP0059,2025-06-01,57.8
HCP0059,2025-07-01,55.7
HCP0059,2025-08-01,54.1
HCP0059,2025-09-01,47.6
HCP0059,2025-10-01,51.7
HCP0059,2025-11-01,58.1
HCP0059,2025-12-01,50.9
HCP0060,2025-01-01,209.8
HCP0060,2025-02-01,257.0
HCP0060,2025-03-01,251.6
HCP0060,2025-04-01,243.3
HCP0060,2025-05-01,239.6
HCP0060,2025-06-01,238.5
HCP0060,2025-07-01,233.2
HCP0060,2025-08-01,252.6
HCP0060,2025-09-01,259.6
HCP0060,2025-10-01,217.2
HCP0060,2025-11-01,249.1
HCP0060,2025-12-01,189.1
HCP0061,2025-01-01,61.5
HCP0061,2025-02-01,63.0
HCP0061,2025-03-01,56.7
HCP0061,2025-04-01,65.6
HCP0061,2025-05-01,55.0
HCP0061,2025-06-01,60.0
HCP0061,2025-07-01,51.0
HCP0061,2025-08-01,58.0
HCP0061,2025-09-01,55.5
HCP0061,2025-10-01,56.9
HCP0061,2025-11-01,56.6
HCP0061,2025-12-01,61.4
HCP0062,2025-01-01,385.3
HCP0062,2025-02-01,422.6
HCP0062,2025-03-01,362.0
HCP0062,2025-04-01,401.8
HCP0062,2025-05-01,434.5
HCP0062,2025-06-01,416.0
HCP0062,2025-07-01,286.0
HCP0062,2025-08-01,357.1
HCP0062,2025-09-01,302.0
HCP0062,2025-10-01,326.4
HCP0062,2025-11-01,351.2
HCP0062,2025-12-01,369.0
HCP0063,2025-01-01,207.2
HCP0063,2025-02-01,200.7
HCP0063,2025-03-01,216.6
HCP0063,2025-04-01,195.6
HCP0063,2025-05-01,196.6
HCP0063,2025-06-01,191.9
HCP0063,2025-07-01,196.1
HCP0063,2025-08-01,192.0
HCP0063,2025-09-01,190.9
HCP0063,2025-10-01,180.0
HCP0063,2025-11-01,196.6
HCP0063,2025-12-01,199.2
HCP0064,2025-01-01,376.5
HCP0064,2025-02-01,325.8
HCP0064,2025-03-01,399.2
HCP0064,2025-04-01,388.3
HCP0064,2025-05-01,386.1
HCP0064,2025-06-01,359.5
HCP0064,2025-07-01,387.7
HCP0064,2025-08-01,375.2
HCP0064,2025-09-01,326.2
HCP0064,2025-10-01,370.1
HCP0064,2025-11-01,319.9
HCP0064,2025-12-01,316.7
HCP0065,2025-01-01,96.7
HCP0065,2025-02-01,94.4
HCP0065,2025-03-01,102.4
HCP0065,2025-04-01,107.1
HCP0065,2025-05-01,102.6
HCP0065,2025-06-01,82.4
HCP0065,2025-07-01,80.3
HCP0065,2025-08-01,89.4
HCP0065,2025-09-01,93.7
HCP0065,2025-10-01,97.7
HCP0065,2025-11-01,84.5
HCP0065,2025-12-01,77.6
HCP0066,2025-01-01,51.3
HCP0066,2025-02-01,65.2
HCP0066,2025-03-01,57.5
HCP0066,2025-04-01,63.5
HCP0066,2025-05-01,56.9
HCP0066,2025-06-01,48.0
HCP0066,2025-07-01,55.5
HCP0066,2025-08-01,48.8
HCP0066,2025-09-01,53.3
HCP0066,2025-10-01,58.4
HCP0066,2025-11-01,40.7
HCP0066,2025-12-01,58.4
HCP0067,2025-01-01,474.7
HCP0067,2025-02-01,465.9
HCP0067,2025-03-01,469.9
HCP0067,2025-04-01,569.5
HCP0067,2025-05-01,427.8
HCP0067,2025-06-01,444.4
HCP0067,2025-07-01,406.0
HCP0067,2025-08-01,373.9
HCP0067,2025-09-01,456.0
HCP0067,2025-10-01,386.1
HCP0067,2025-11-01,405.0
HCP0067,2025-12-01,465.2
HCP0068,2025-01-01,4.4
HCP0068,2025-02-01,4.0
HCP0068,2025-03-01,4.2
HCP0068,2025-04-01,3.7
HCP0068,2025-05-01,4.7
