rep_id,quarter,quota_volume,actual_volume,attainment,payout_pct,incentive_payout_usd
REP032,2025-Q1,9738.5,8266.9,0.8488884325101401,0.5,2500.0
REP032,2025-Q2,9211.0,8156.1,0.885473889914233,0.5,2500.0
REP032,2025-Q3,7561.4,7463.9,0.9871055624619779,0.5,2500.0
REP032,2025-Q4,7628.5,7720.1,1.0120076030674445,1.0,5000.0
REP033,2025-Q1,12386.0,13740.6,1.1093654125625707,1.5,7500.0
REP033,2025-Q2,15769.7,13766.4,0.8729652434732429,0.5,2500.0
REP033,2025-Q3,12280.5,13248.0,1.0787834371564675,1.0,5000.0
REP033,2025-Q4,13024.7,12795.8,0.9824256988644651,0.5,2500.0
REP034,2025-Q1,9380.1,7614.7,0.8117930512467884,0.5,2500.0
REP034,2025-Q2,8943.0,7339.1,0.8206530247120654,0.5,2500.0
REP034,2025-Q3,6986.0,7043.0,1.0081591754938448,1.0,5000.0
REP034,2025-Q4,6558.9,7017.8,1.069966000396408,1.0,5000.0
REP035,2025-Q1,5079.7,5815.1,1.1447723290745517,1.5,7500.0
REP035,2025-Q2,6523.6,5825.9,0.8930498497761971,0.5,2500.0
REP035,2025-Q3,4773.9,5379.7,1.126898343073797,1.5,7500.0
REP035,2025-Q4,6299.4,5482.6,0.8703368574784901,0.5,2500.0
REP036,2025-Q1,12009.9,12734.8,1.060358537539863,1.0,5000.0
REP036,2025-Q2,14497.0,12582.8,0.8679588880458026,0.5,2500.0
REP036,2025-Q3,11344.6,11917.1,1.0504645381943831,1.0,5000.0
REP036,2025-Q4,13164.4,11967.4,0.9090729543313786,0.5,2500.0
REP037,2025-Q1,12322.4,11722.4,0.9513081867168733,0.5,2500.0
REP037,2025-Q2,10731.3,11360.4,1.0586229068239636,1.0,5000.0
REP037,2025-Q3,10412.2,10539.0,1.012178021935806,1.0,5000.0
REP037,2025-Q4,13366.2,11167.9,0.8355329113734643,0.5,2500.0
REP038,2025-Q1,1797.0,1881.6,1.0470784641068447,1.0,5000.0
REP038,2025-Q2,1937.6,1986.1,1.025030966143683,1.0,5000.0
REP038,2025-Q3,1594.5,1748.2,1.0963938538726874,1.0,5000.0
REP038,2025-Q4,1598.1,1823.2,1.1408547650334773,1.5,7500.0
REP039,2025-Q1,16668.2,14646.9,0.8787331565495974,0.5,2500.0
REP039,2025-Q2,13900.1,14866.9,1.0695534564499536,1.0,5000.0
REP039,2025-Q3,14750.4,13883.3,0.9412151534873631,0.5,2500.0
REP039,2025-Q4,15851.5,14177.7,0.8944074693246696,0.5,2500.0
